State,Year,Candidate,Party,Total Votes,GDP,Personal Income,Total Employment,Average Sentiment Score
Alabama,2008,"McCain, John",Republican,1266546,174665,157780,2582600,
Alabama,2008,"Obama, Barack",Democrat,813479,174665,157780,2582600,
Alabama,2012,"Romney, Mitt",Republican,1255925,188280,172101,2503656,
Alabama,2012,"Obama, Barack",Democrat,795696,188280,172101,2503656,
Alabama,2016,Bernie Sanders,Democrat,544,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2387,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,2694,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,5290,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,222,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2567,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,246,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,942,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,395,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,564,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,178,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2451,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,156,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2196,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,1425,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,5011,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,312,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2899,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,268,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,712,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,289,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,860,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,273,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1772,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,213,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3148,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,135,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,807,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,72,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,221,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,389,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1493,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,1342,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3879,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,544,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2031,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,125,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1012,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,188,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,737,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,107,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,908,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,723,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1275,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,415,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1544,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,1774,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,8577,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,667,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1297,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,694,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3019,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,226,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2027,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,1289,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,4262,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,148,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,660,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,767,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1233,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,157,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,544,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,213,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2714,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,427,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2426,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,163,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1170,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,780,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3044,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,510,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1327,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,14319,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,67357,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,173,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,442,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,1745,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3676,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,428,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2047,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,2464,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,7137,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,1120,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3199,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,330,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3782,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,483,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,4293,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,8786,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,19995,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,1092,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3590,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,256,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,567,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,821,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1494,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,5672,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,28927,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,205,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2438,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,4266,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,28650,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,1345,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3897,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,389,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2575,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,453,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2326,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,379,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2183,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,328,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1236,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,988,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,4381,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,3755,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,6657,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,745,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1808,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,416,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2987,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,782,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,5561,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,308,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,2658,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,3444,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,12136,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,727,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1772,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,562,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,1511,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,410,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,3337,208824,190871,2619761,0.3640820575295926
Alabama,2016,Bernie Sanders,Democrat,138,208824,190871,2619761,0.3640820575295926
Alabama,2016,Hillary Clinton,Democrat,303,208824,190871,2619761,0.3640820575295926
Alabama,2016,Ben Carson,Republican,1764,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,5387,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,421,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,1785,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,2482,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,4221,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,23618,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,2987,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,9703,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,8571,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,417,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,1710,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,123,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,498,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,609,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,393,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,1959,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,84,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,444,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,1011,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,1523,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,7390,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,337,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,1843,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,3698,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,47,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,313,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,23,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,64,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,94,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,377,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,1720,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,86,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,427,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,534,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,2350,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,8960,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,957,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,3251,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,3859,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,595,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,2169,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,168,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,595,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,914,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,534,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,2777,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,151,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,810,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,921,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,1149,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,5273,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,218,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,1436,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,2328,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,169,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,1070,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,68,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,315,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,451,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,410,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,2308,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,125,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,805,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,886,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,492,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,1920,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,125,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,505,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,836,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,437,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,2120,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,106,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,598,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,928,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,1368,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,4304,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,377,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,1608,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,2421,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,884,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,3858,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,250,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,1443,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,1601,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,137,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,768,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,17,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,141,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,208,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,201,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,1233,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,66,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,241,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,435,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,1275,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,4608,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,324,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,1277,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,1773,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,286,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,1496,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,70,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,250,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,602,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,2301,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,10618,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,558,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,2832,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,4248,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,1150,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,4151,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,333,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,1194,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,2008,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,46,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,523,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,23,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,76,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,181,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,1285,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,6247,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,325,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,2837,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,2153,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,2630,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,8525,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,634,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,2387,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,3236,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,585,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,2817,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,194,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,1028,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,978,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,2098,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,8657,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,616,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,3155,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,3891,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,488,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,2479,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,124,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,663,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,1043,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,388,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,2155,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,107,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,562,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,892,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,592,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,3106,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,146,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,829,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,1517,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,19,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,147,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,10,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,33,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,59,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,88,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,590,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,24,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,132,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,283,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,436,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,1778,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,107,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,545,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,847,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,2310,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,8171,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,836,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,3683,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,4558,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,1185,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,5463,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,310,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,1847,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,1791,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,8368,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,32853,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,5711,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,23132,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,22355,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,344,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,1810,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,103,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,466,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,692,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,2151,208824,190871,2619761,0.4036780355948681
Alabama,2016,Donald Trump,Republican,7502,208824,190871,2619761,0.4036780355948681
Alabama,2016,John Kasich,Republican,983,208824,190871,2619761,0.4036780355948681
Alabama,2016,Marco Rubio,Republican,3320,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ted Cruz,Republican,3265,208824,190871,2619761,0.4036780355948681
Alabama,2016,Ben Carson,Republican,733,208824,190871,2619761,0.4036780355948681
